person_id,project_id_number
1850635,158662593
1449598,5260612
1199737,5290185
1889963,5190496
66148311,87590509
66148311,290495584
66148311,318213433
66148311,399732171
253736726,254651688
1837539,5433808
1837539,79991837
1837539,164177776
1445744,272863
1694353,5266082
13329480,5397729
13329480,28668190
13329480,28669795
13329480,39010820
13329480,43639396
13329480,46342558
13329480,49987677
13329480,69116981
13329480,109180398
13329480,231848071
13329480,237277328
13329480,259356959
13329480,270561163
13329480,318033217
1377816,5119738
1377816,5160596
1377816,5161748
1377816,5166930
1377816,5166972
1377816,5167102
1377816,5247084
1377816,5262254
1377816,5274390
1377816,5303564
1377816,5346981
1377816,5355346
1377816,5355721
1377816,5367708
1377816,5400807
1377816,5423789
1377816,5424250
1377816,5447743
1377816,5448427
1377816,16524069
1377816,21665328
1377816,21809060
1377816,25065172
1377816,27603553
1377816,29795926
1377816,29898171
1377816,41100021
1377816,48083904
1377816,48226856
1377816,48267625
1377816,48309139
1377816,49580018
1377816,80094980
1377816,170485839
1377816,183789850
1377816,200419659
1377816,213472636
1377816,261177479
1377816,275670444
1377816,314367510
1377816,382552347
209751999,251152024
1111191,127241438
1976358,5399435
1976358,5399439
1691435,5349530
1714161,5298450
1714161,14069120
1714161,131890262
323250745,324604099
1079333,374717
1079333,5209030
1079333,5325904
1079333,5359942
1079333,5394670
1079333,5438482
1079333,17752067
1079333,32501626
1079333,39092696
1079333,71001531
1079333,107396535
1079333,174682106
1079333,253681429
1079333,396465415
1688975,5452118
1688975,19576156
1688975,25002742
1688975,77309239
1688975,120933829
1688975,170742949
1688975,194636624
1688975,219968062
1688975,233120155
1688975,249434411
1454637,5297614
1454637,108215445
1454637,121773062
1454637,235093790
1758854,5422089
1874193,5456427
1739503,5343877
1739503,5344133
1739503,5436890
1739503,25145952
1739503,32787769
1739503,50868377
1739503,71370471
1739503,98895065
1739503,167000781
1739503,170742949
1739503,200971401
1739503,318613364
1342836,5146226
1342836,18429199
1342836,81589696
161497261,189200139
161497261,288952608
1782157,5393438
258044,271719
1201197,5255804
1201197,5256680
1201197,12406603
1201197,102459029
1201197,157989500
1201197,190376163
1201197,222747328
1201197,233745993
1201197,262727926
1201197,280096456
1201197,318064796
30143120,193236245
12386368,257126805
12386368,270650915
12386368,284074525
278432815,278432566
1421055,5234394
169801653,169801897
169801653,255650645
1721350,273227
1721350,273495
1721350,5311204
1721350,213337623
1721350,214362475
1721350,242599840
1721350,273251628
1721350,298757779
1721350,348043586
1721350,396703500
1719041,5418980
1719041,5418982
1719041,25065172
1719041,49579088
1719041,195107040
1719041,260614342
1719041,289387994
246559687,246553146
16543142,273193
1753959,5398323
17404541,259037069
263071340,362052164
263071340,370099393
1370623,5234354
1370623,5264674
1370623,5449427
1370623,14025195
1370623,143852680
1370623,157463299
1370623,173364713
1370623,173397038
1370623,250509476
1370623,313423327
1370623,313434079
1405714,5217061
1405714,5244086
1405714,5311546
1723390,229831237
63628433,5445252
1817247,5426085
1683828,5371698
1378917,5173792
1200922,50294846
1963838,273113
1963838,24101972
1963838,24102279
1963838,33484824
1963838,174824510
193799029,193799061
193799029,222619695
1837571,13307018
1539232,273249
1201528,200569518
1201528,260966457
1201528,260966689
221782717,211740722
221782717,239648940
1020899,5359589
1020899,5359625
167535289,38928778
167535289,265861437
167535289,317647707
167535289,320096891
1555648,5115686
1944877,5341258
1377702,5201412
1377702,5269181
1377702,5354201
1377702,5390335
1377702,5410141
1377702,5414446
1377702,5421224
1377702,5443121
1377702,23057209
1377702,259258841
1774971,5385798
1672798,5225402
1033935,5089798
1033935,5187220
59204847,78333786
263978257,264056313
234488566,256484829
92824827,253256976
1649108,86464203
1730787,5330486
199875769,199883430
199875769,248766510
199875769,266161834
199875769,319163479
1586328,5158406
1586328,46281179
20886043,214414803
20886043,383698746
1425515,273033
1425515,5094836
1425515,5270092
1425515,5273920
1425515,69465381
1425515,148646377
1425515,196342259
1425515,204590738
1425515,204590848
1425515,216618242
1425515,251585374
1425515,259257588
1425515,397979867
1745574,5351088
1461312,5374441
1819170,375129
1819170,5076966
1819170,107560764
1819170,277642123
1780902,5392154
1780902,18490604
1780902,214983253
1780902,242598629
1780902,246242167
1780902,253569436
1780902,325377549
1108837,139818757
258691,273275
1192938,5219540
1192938,5229513
1192938,22465734
1555623,5375405
1442262,248407730
1709759,5302926
1709759,55928480
1709759,72414443
1709759,152108338
1709759,246503793
249366858,249366886
1169727,5355637
1169727,5355653
1169727,5355657
1169727,72845122
1625991,5398742
1625991,38928778
75609897,159048892
75609897,259742007
74093672,319507913
110038637,5218164
110038637,5293390
110038637,137502261
110038637,180508496
110038637,222660314
110038637,241938463
110038637,259738328
110038637,321855755
110038637,361088178
1613246,5207426
1613246,5369388
1613246,5370376
1613246,119070175
1613246,171184385
43885450,43885458
1211326,5266864
1211326,5374186
1211326,5374276
1211326,35635697
1211326,186639255
2011527,5417986
260043649,260043483
1022617,5367847
1022617,5380561
42369766,75875953
42369766,204074792
42369766,231855229
42369766,253508294
42369766,256607970
42369766,264761838
42369766,286891953
42369766,394178343
40833401,169824480
40833401,237961312
272002879,388965345
241279974,246011620
1708934,21582759
1703734,5373739
29384770,55538961
81467198,134409466
1658676,5202550
6145,5178866
6145,5192574
6145,5236912
6145,5356617
6145,5371221
1779011,14863661
259411348,259401811
178023012,178023019
158990612,158990616
260498368,201272782
260498368,310335100
324766910,370878165
1507969,5370817
1507969,35368795
1212773,273161
1212773,5168442
1212773,5420320
1318759,5253168
1127201,271657
1127201,5350316
1127201,5442913
1127201,224063866
1127201,259021056
1127201,318596943
41939771,31723482
41939771,54207004
41939771,70061620
41939771,159994182
52670587,111021894
52670587,255886300
52670587,260765479
1446188,273293
1446188,5222354
1446188,5363877
1446188,5371176
189453750,189454396
1752738,5359258
1781570,5392845
1672068,5189002
1672068,5224502
82122515,82122518
258894188,277315210
1420790,5292978
1420790,174295077
1231090,5214740
1691648,5262496
1696586,5269622
1696586,5370809
1207027,5283348
1207027,5364164
1207027,5364290
190451618,190450931
1417177,5262576
1417177,12938700
1417177,123555220
1417177,242025726
172519378,172519237
172519378,237534161
1262618,5141844
1262618,5158582
1262618,5234182
1262618,5370573
1262618,5456745
1262618,12488982
1262618,50868554
1262618,58201536
1262618,89085168
1262618,144753840
1262618,225147387
1262618,239055083
1262618,239665278
1262618,258188145
1170033,5190950
1170033,5353722
1170033,5444775
1059808,178036356
1059808,200810285
1272287,5273840
1272287,5366841
1272287,5414820
1272287,240942083
107744656,107744667
1942399,5414399
1643952,5176774
1643952,5369582
1643952,209752768
1789413,34221490
1586793,5446632
164579929,164580011
164579929,394447853
198257584,238058170
198257584,280586248
37026130,39071778
37026130,163863859
37026130,270151878
244445550,188727628
244445550,244378360
1408455,181475650
1408455,194536232
1408455,240207984
1408455,264017743
1408455,270460464
1676580,823996
39194892,39194899
1319972,5357323
1656834,5286394
1686386,5252556
1686386,31291885
1686386,99919608
1686386,158537337
1686386,194424575
1686386,231955296
1686386,248420445
1686386,274928110
1436743,5433461
1436743,196598649
1436743,313147291
1436743,389812333
216336960,194668631
1785848,5237922
1785848,5401338
1785848,48595953
1785848,164397528
1785848,167898784
1179268,210149135
273688069,299229277
1081221,375188
1081221,5158724
1081221,5239080
1081221,5317652
1081221,5414059
1081221,25760443
1081221,39194737
1081221,39297424
1081221,54472795
1081221,96213641
1081221,106064924
1081221,173176533
1081221,173699717
1081221,175469914
1081221,182845150
1081221,242127429
1081221,248884541
1081221,259317790
1081221,269203779
1081221,325757077
1081221,329830312
1250402,5193872
1711236,5293476
1417359,5295012
1195054,5335280
1199687,29325278
1659566,5242778
1659566,5283630
1388818,5151064
232354322,262029165
109731697,207743847
1846285,5438583
72455466,72455513
1773327,5383800
1869182,5455129
1869182,28340876
1869182,226996689
1869182,230771024
1869182,278400745
169946501,169972743
169946501,281310260
1642419,5442327
1642419,46793414
1642419,183591833
1637771,5434272
120790495,120790557
41018010,5445027
41018010,41017971
41018010,53162670
41018010,61396413
41018010,197048041
41018010,220549886
41018010,251282570
41018010,270261188
41018010,290269431
243249899,243248771
1812227,5415647
1657924,5201248
1657924,377782854
1924235,5200994
1572420,245459398
1508261,5365361
1508261,77575351
1674821,5235000
1805752,336533074
1805752,336557969
1081507,5202692
1081507,5338944
1081507,5435982
1081507,214939077
40280548,40116350
1126193,5239438
1343308,5407666
1343308,5428782
1343308,36739443
1343308,66086062
33667794,33667821
1426615,5272069
1426615,5414656
1353279,5160160
1377873,5239996
1377873,5289176
1377873,5338906
1377873,5338924
1377873,5387664
1377873,5424543
1377873,5436149
1377873,35756316
1377873,35756647
1377873,66393546
1377873,80176971
1377873,136235846
1377873,178932220
1377873,231616586
1377873,248404531
1377873,254132876
1931755,5200432
1094794,61437418
198630856,198630921
230846696,81036907
31867192,5183638
31867192,62604898
31867192,164875965
1781832,5393138
1781832,19085033
1183083,5206380
1183083,5372768
1183083,5380703
1183083,5426291
1101867,272379
1101867,5176953
1101867,5353018
1101867,41222517
1101867,71697895
1101867,71841172
1101867,224526051
1101867,242168268
1101867,311062180
1431427,5200688
1431427,5398384
91460713,167645081
91460713,167645125
127344204,39072701
127344204,159280219
5181,5171016
1354668,5172590
1259523,5242748
1632198,151327791
1632198,316802716
1632198,387053251
1812978,273439
1812978,5418643
1812978,78107744
1812978,83003332
211249181,239330047
6336,5173960
6336,5256584
6336,5354654
6336,5370924
6336,5370928
34098612,234323538
34098612,316989552
34098612,316993631
21152228,21152232
21152228,34548218
1777588,270849308
1659803,5204460
1148528,5192868
1148528,5456654
1670690,5301261
1670690,24040328
1670690,74913742
1670690,85767714
1670690,274248041
325501852,390710146
1623335,5237020
1756233,5363829
1630168,5254284
1630168,5254368
1423780,5114116
1903493,5228860
1903493,60208593
1903493,60208804
1903493,60208935
1903493,60209016
1903493,60228629
1903493,60228839
1903493,60228994
1903493,60229052
1280647,5231557
1280647,5259264
1278268,5377533
69157900,69138258
1515089,5379879
1515089,327566472
386104441,386335074
1150073,389879938
1812077,48123934
1812077,69158890
1812077,72210099
1812077,73213016
1812077,140432421
1812077,214186146
1812077,214211206
1812077,218874748
1812077,328529227
27051862,27051865
137460985,324158246
42635354,38787541
42635354,42615578
108278392,240708266
108278392,266400817
1810252,5440043
1810252,72865127
1810252,112660327
1810252,155679551
1810252,157084904
1810252,174495739
1810252,188958620
1810252,209662220
1810252,222346338
1810252,241279897
1810252,252864126
1810252,316001474
1810252,388718494
196492350,268641457
1089990,373690
1798078,5406425
1798078,36637443
1798078,159396869
16033333,16033337
22012206,325911239
61928519,61929451
1539991,5253380
1539991,24940847
1539991,132034448
1539991,135926396
1539991,156800985
1539991,239739933
1539991,245337298
1539991,389154291
1823215,5422531
1870426,246453121
258101505,200805233
258101505,258769979
258101505,260001816
1603426,5114378
1658181,5358410
1658181,5358422
43741860,48616082
43741860,125152921
229426555,228914880
12469511,43311601
12469511,191617117
12469511,262600535
12469511,316303269
27295828,29037335
27295828,202272424
27295828,290878970
27295828,325694956
181846463,181846473
181846463,276998111
1965708,5381742
262228350,262040769
998297,5244834
998297,5425903
998297,161181472
1065212,5362247
1065212,5401778
398554795,398474009
1387435,5355621
1100320,270807
1100320,273551
1100320,5119040
1100320,5206026
1100320,16524344
1100320,27748118
1100320,29386603
1100320,29672026
1100320,29672118
1100320,160381439
1100320,185455515
1720959,5310462
9626447,5243584
9626447,5304058
9626447,5316760
9626447,5317482
9626447,5430498
9626447,5471006
9626447,24182930
9626447,316987262
267059684,269137599
1361215,5120240
1361215,5288042
1361215,272101716
326676987,343128888
219315006,219315043
35675969,163806979
1093333,5184322
1093333,5362610
1093333,28198660
2040467,5447419
1593300,5241061
1593300,5350809
1593300,76802773
1593300,82736951
1803955,5410604
1803955,233344353
1757852,5365995
344649439,364775124
1262440,271671
1262440,5423732
1262440,5427487
1262440,86649608
1262440,392159619
229803386,229803235
1743458,240077890
1128710,5360052
1128710,63567236
1128710,127753968
1128710,223306220
36209261,36209264
1425273,5187772
1425273,137538039
103094014,103094031
103094014,243340060
103094014,244724883
216525088,24101972
199700251,199701000
199700251,289761529
199700251,317544399
1352738,5413656
1352738,187035448
1352738,250552008
1352738,290307074
1352738,363137745
230122668,230130757
394587517,394587243
1069329,272115
1069329,5278844
1069329,31332922
1069329,125398148
1069329,268346890
1731348,5331566
200455673,200455683
200455673,211385425
1802238,5450940
1802238,55968796
1802238,167974268
1802238,225530481
1919744,5173662
1167817,5322020
1822661,5422022
1822661,5453172
53428352,244439780
42820449,42820456
1072398,772176
1072398,5274814
1072398,5376883
1072398,15111527
1072398,16870573
1072398,16870664
1072398,16871165
1072398,282638148
1072398,323605340
1072398,366760977
1072398,366823053
1721965,5312470
274617980,282638148
191476668,374934
191476668,5122794
191476668,5153298
191476668,5443421
191476668,16748334
191476668,53244728
191476668,108994123
191476668,201145859
191476668,223083730
392482,378603
392482,378603
254393512,314743975
1755807,5369173
1755807,21214416
1755807,246278426
1755807,284059745
14392744,214361570
1485895,348043586
1485895,396706817
1036861,5439014
1697080,5362478
1697080,194347757
1697080,216340948
136600677,206709566
127282928,127282939
51912992,51912997
201130188,201981392
201130188,220291028
201130188,247034621
259310,272499
163371602,182352541
1848959,5454288
1256841,5185956
1256841,5301648
1256841,5427223
1256841,186885367
379155356,398798988
174589285,174589233
174589285,192697512
174589285,192921229
174589285,206973666
174589285,222431658
174589285,290107437
174589285,386932493
174589285,386932925
1191717,29918224
988753,5238795
988753,5413028
988753,5438690
1795596,5404455
277997087,310565625
22668394,22668397
1658040,273535
1658040,5242608
1658040,5275000
1658040,5341122
1658040,32521891
1658040,132914877
43229202,43229274
215803041,237139216
1759670,5368453
1759670,36677742
1759670,165965690
1759670,277162493
1891027,39665874
1891027,39666105
1727815,273311
1727815,5324656
1727815,5350671
1727815,5418694
1727815,39134088
1727815,256236558
1727815,256249298
1062853,5379805
1259497,5205084
1259497,5216672
1259497,38908493
1259497,173778285
241897844,87672343
326511713,326707061
1574696,5115294
1574696,5197534
1574696,5440059
1149075,5243511
1149075,5453832
1149075,5453844
84763875,84763885
84763875,281969158
1787373,5397951
1787373,76981564
1787373,85337641
1787373,282835863
1787373,285955633
1787373,318506776
233905593,172117761
1964650,5379894
128921434,128368210
194096176,194096189
1074272,5358608
1074272,5361027
1074272,5373982
71267962,273681275
71267962,273736731
1511457,5389951
1824577,5423395
1824577,92054903
1824577,323488362
290396160,290396061
1573201,5221840
1573201,5437654
1573201,29918664
1573201,63464675
1573201,78026152
1792674,5412383
1780923,5392182
1780923,13450989
1780923,320205592
1780923,335796111
1780923,392113882
1790671,5430695
1790671,5440462
1790671,194872613
1790671,198020709
1790671,240157923
1790671,240163280
1790671,267898861
1790671,271377967
258174,272999
1177218,5203492
1177218,5276848
1177218,5396764
1177218,268416587
1394751,5222328
1592408,5094272
1592408,5298426
1592408,32909764
1956562,193437619
1956562,239760255
31130143,31130150
31130143,165831565
31130143,221211316
31130143,257192667
31130143,270640818
1433499,5367517
1433499,5406399
1433499,5454351
1433499,5454375
1433499,5454381
1433499,214087123
1433499,392050753
1433499,404363117
1709748,55908017
1709748,158252987
1431943,5193650
1431943,5193656
1431943,5193662
1431943,5408577
1431943,35203944
1431943,70755842
1629859,5152654
1068241,5124928
1068241,5368381
1068241,5409086
1109508,5414595
327415334,327415303
1460578,271095
1460578,5160818
1460578,5407506
1460578,25249853
1031191,5192358
1031191,22279791
1120180,5124258
1120180,5124304
313084529,314301216
1711269,5293508
1346436,5092346
1346436,5278130
1346436,5340643
1703544,5187350
1709381,5290101
1709381,5433784
1344222,5146456
1344222,5264160
1344222,5451730
1757661,5365708
1178448,24204029
1178448,226769463
1178448,314131517
1178448,372127128
1859169,244780007
1859169,318642827
1702248,5278506
1702248,5278512
1362610,215213016
194409566,194410021
194409566,324669110
1164985,5312464
1164985,5355635
1164985,5380669
1164985,259681461
1164985,290923894
1845610,239999520
1845610,240003083
1845610,259094795
1845610,280511025
1845610,315400199
970041,254232823
1229859,5140300
1229859,5212048
1229859,5219990
1229859,5254996
1229859,5263752
1229859,5359635
1229859,5359697
1229859,5364122
1229859,5385884
1229859,5388382
1229859,5416396
1229859,5416467
1229859,5416469
1229859,5438889
1229859,5446848
1229859,5471545
1229859,19616628
260644,21725438
261375,273559
189258640,230012849
820443,21584598
820443,229143969
183527343,183525190
183527343,314330031
203589598,203589601
387809236,390959600
1596215,5252008
1596215,5375909
1596215,5405398
1596215,5415076
1596215,5471936
1596215,18325353
1596215,48431244
1596215,48431304
1596215,158229878
1596215,274618998
1562884,5441323
1562884,244723068
1110390,967893
1110390,5299918
1110390,175797485
1110390,216734353
1365380,5430328
1365380,22320106
1365380,47222957
1365380,138587823
1365380,214218192
1348398,5147192
1348398,5147272
1348398,5170452
1348398,5348379
1348398,5391418
1253051,5255722
215119999,259668396
1604412,5192207
1604412,5425883
1604412,192118873
1604412,207418186
1604412,256720670
1604412,350460917
62277166,62276923
62277166,233792562
1471693,5216024
1471693,5216444
1471693,24961951
299368990,326167477
376121,373690
1734180,5405338
1399627,5090253
1399627,5376731
1399627,39134088
2038952,5446315
316225624,316940827
316225624,321821685
1734709,5336944
1734709,5439275
1734709,21664795
1734709,203244998
1734709,213691413
1115217,5214438
1115217,5216166
1115217,5219902
1115217,5310084
1115217,5353654
1115217,5378693
1115217,5432044
242558992,272761853
1671031,5232802
1671031,12446911
1671031,28033917
254483145,289149249
254483145,317106902
69015013,68892139
65205969,65205989
1280277,5128684
1280277,5399728
1280277,5446464
1280277,58733861
1487733,950034
1487733,5132294
1487733,5419478
1487733,5424063
1487733,5428236
1487733,5431704
1487733,5441500
1487733,18304101
1487733,21542002
1487733,46793231
1487733,53244630
1487733,163391992
1487733,172687661
1487733,190717078
1487733,202165846
1487733,211495666
1487733,211501603
1487733,213948344
1487733,215266141
1487733,215842263
1487733,218975129
1487733,269145597
1873274,5455779
169210184,169187765
102194085,102212716
1279370,5268966
60331876,60331882
1400261,5233956
228284322,286077633
21582312,93038384
162736966,162736553
1769638,5380044
1769638,13307018
1769638,192392851
1769638,202907893
1769638,228324041
1769638,340464713
1769638,396655835
1769638,396660625
1067483,5235854
1067483,35306113
162242263,162242530
123823477,27706294
1180498,5360914
1180498,5403427
1180498,5403447
1180498,5437798
1180498,5481241
258971,273253
258971,263727500
258971,274920614
258971,277057340
258971,278659819
1789315,5399556
27051933,273635
209199761,208935089
389781553,398333741
1323672,5193246
1323672,5293258
1323672,5362276
1323672,5417859
1323672,21624809
1323672,34632373
1323672,66516274
1323672,234756879
1323672,270949263
1323672,329714135
1052270,5304846
13840023,130519209
1763770,5386795
1852438,5351224
1852438,22811434
1852438,142521938
1374060,5270702
1374060,5444803
1742678,5348106
1742678,5421907
1742678,5431541
1742678,26825386
1742678,193575894
1608077,5413303
1603974,5243314
1603974,5243320
1603974,59061451
1603974,116848546
1451546,5176594
1451546,5226488
1451546,20312839
1671940,5224365
266273222,264883531
1483926,5412412
1483926,5443551
1483926,35799680
1483926,379950877
1537515,5408115
213682362,213681506
1043468,273337
1043468,5358055
1364511,5203903
1364511,5213986
1364511,5214488
1364511,5270152
1364511,189087962
1364511,252970106
1454176,5150478
1454176,5345312
1454176,5367126
1454176,5447090
1454176,41509120
1454176,143937082
1454176,167716490
1454176,167716548
1454176,194673446
1454176,218861983
1454176,237163913
1454176,245510948
1454176,319989837
1454176,335549596
1779930,5194086
1779930,78026115
1779930,178554858
1779930,279445926
1779930,361416317
224266843,320737172
1466092,5358969
1321129,5301576
1321129,5331418
1321129,5404494
1321129,5404972
1321129,5454355
1321129,166741559
1704089,134000499
1458199,39420811
1458199,88757876
1458199,88798399
1458199,214191753
1458199,221323735
1863936,5447554
317893269,317891998
1464348,5347799
1464348,39072147
1464348,69014896
157704753,198140146
1046950,5237322
1046950,5309026
1046950,5389713
1046950,5423879
1046950,5423881
1046950,5437179
1046950,24204029
1046950,193716677
1046950,219314758
1046950,237545099
1046950,237598032
1046950,237609964
13124412,5401047
1256200,5197952
1256200,5307774
1256200,5365369
1256200,5379261
1256200,5410577
1256200,5417928
1256200,179944400
1256200,183364030
1256200,284363025
1256200,355641096
1355161,5099164
17259829,116489545
1486366,5175424
1486366,5392320
1486366,12901785
1486366,14927299
1486366,119584242
1486366,189482054
1486366,271505332
1486366,349025851
1783243,5395041
1783243,148338146
150385997,38928778
150385997,214284891
150385997,260741358
150385997,274200144
150385997,320096891
150385997,320104816
150385997,320105717
150385997,320105989
150385997,366146996
171789645,39113330
171789645,171789723
1433120,273475
1433120,5210570
1433120,5275316
1433120,5360507
1433120,24368316
1433120,174100987
1433120,252336312
1196317,5449449
1511870,5265114
1519963,272745
1519963,5164148
1519963,5218242
1519963,19719780
1519963,22934086
1519963,31395603
1519963,61314885
1519963,141928130
1519963,161781767
1519963,222166749
1519963,234282273
1750446,5356435
259208801,397026574
35265509,314699172
20436944,69077242
115589859,115589883
1660300,5205168
1179202,5237082
1179202,5275160
1150040,271771
1150040,806681
251225245,249768800
1799723,5407606
1580984,5394964
1580984,280202915
1355558,5174982
259364682,152112243
1479285,5282876
1479285,5448964
1479285,49599460
1479285,195565936
1590079,5091360
1590079,5387169
1590079,38787541
1811408,5294296
1811408,5446866
1822620,5421998
1822620,204208448
1822620,209293518
1828719,48780427
1828719,100434939
1814896,5417366
144899021,245399017
144899021,274748973
243141098,243138142
139060137,5455624
255952752,5409460
255952752,264883531
255952752,289456419
1413181,5181230
1413181,5312428
1413181,5346819
1413181,5424189
1413181,5431913
1413181,5444625
1413181,26355070
1413181,26927493
1413181,60003819
1413181,63629293
1413181,165684430
1413181,194800593
1413181,199763459
1413181,220217456
1413181,227652982
1413181,244947573
1413181,245194688
1413181,248110559
1413181,263050501
1413181,298949414
1413181,372786314
1413181,396298896
329554446,226974740
269688911,269790291
1735678,5338360
270328380,229556894
1751173,5357273
1163725,5219352
1163725,5417219
1163725,5450998
1163725,24060273
1163725,40260335
1163725,72947016
1163725,131173612
1163725,222335569
1163725,247874759
191674562,182331427
191674562,200778362
191674562,274054947
1722807,47161486
1582884,57198539
1015696,5284654
1015696,5358406
1015696,5358426
1015696,252159727
1015696,277682607
1015696,281453513
1015696,392556093
1022760,5118544
1775771,5400984
1015498,5313824
1776547,5387301
52957987,24613455
52957987,98977063
52957987,152381366
52957987,260069807
52957987,317743319
1805454,156492215
1805454,182444805
1805454,193164190
1795963,5404711
1774845,5372265
1774845,17239172
1774845,82510942
87631766,159410540
1534635,5186756
1534635,237402130
1400184,5309146
1175900,5131112
1463938,5138162
1463938,5271994
1777665,5182238
1464236,5377775
1117058,5277306
1117058,5344561
1117058,5373202
18878800,22241365
35511222,62420202
